,Unnamed: 0.1,Unnamed: 0,id_account,client_id,in_default,balance,housing,loan,contact,id_campaign,account_id,day,month,duration,campaign,pdays,previous,id_account.1,age,job,marital,education,monthly_income,id_outcome,campaign_id,poutcome,y,prediction,prob_0,prob_1,expected_revenue
225,17650,17650,17651,6001756,no,547,no,no,cellular,17651,17651,29,jul,365,2,-1,0,6001756,41,entrepreneur,married,secondary,4150.310662235857,17651,17651,unknown,unknown,1,0.14,0.86,3569.2671695228373
243,11304,11304,11305,9509352,no,358,no,no,unknown,11305,11305,18,jun,74,2,-1,0,9509352,60,management,married,secondary,4082.4216951338008,11305,11305,unknown,unknown,1,0.14,0.86,3510.882657815069
406,1372,1372,1373,4050995,no,2067,yes,no,unknown,1373,1373,8,may,756,1,-1,0,4050995,43,management,single,tertiary,3660.8775720196895,1373,1373,unknown,unknown,1,0.14,0.86,3148.3547119369327
460,40163,40163,40164,7194652,no,924,no,no,cellular,40164,40164,5,jun,207,2,98,1,7194652,31,management,single,tertiary,3529.3787419367573,40164,40164,success,unknown,1,0.14,0.86,3035.265718065611
490,42692,42692,42693,5113146,no,1318,no,no,cellular,42693,42693,18,jan,91,2,94,3,5113146,57,management,married,tertiary,3481.3706102834267,42693,42693,success,unknown,1,0.14,0.86,2993.978724843747
491,42186,42186,42187,8727870,no,160,no,no,cellular,42187,42187,10,nov,182,2,194,1,8727870,45,management,married,tertiary,3475.7599224151486,42187,42187,success,unknown,1,0.14,0.86,2989.153533277028
498,19059,19059,19060,1083858,no,2048,yes,no,cellular,19060,19060,5,aug,155,1,-1,0,1083858,43,management,single,tertiary,3466.254967521109,19060,19060,unknown,unknown,1,0.14,0.86,2980.979272068153
694,40260,40260,40261,1914923,no,1306,no,no,cellular,40261,40261,15,jun,288,1,-1,0,1914923,52,entrepreneur,married,secondary,3132.086800243492,40261,40261,unknown,unknown,1,0.14,0.86,2693.5946482094027
744,40779,40779,40780,2624729,no,697,no,no,cellular,40780,40780,10,aug,179,3,102,2,2624729,30,management,single,tertiary,3071.7943058992387,40780,40780,success,unknown,1,0.14,0.86,2641.743103073345
1026,26423,26423,26424,4290948,no,1888,no,no,cellular,26424,26424,20,nov,80,1,-1,0,4290948,57,entrepreneur,married,secondary,2785.487114103335,26424,26424,unknown,unknown,1,0.14,0.86,2395.518918128868
1091,40625,40625,40626,6991924,no,242,no,no,cellular,40626,40626,4,aug,120,2,96,1,6991924,46,management,married,tertiary,2730.996145676908,40626,40626,success,unknown,1,0.14,0.86,2348.6566852821406
1372,21762,21762,21763,3585847,no,2671,no,no,cellular,21763,21763,19,aug,119,9,-1,0,3585847,34,technician,single,tertiary,2501.4487104073364,21763,21763,unknown,unknown,1,0.14,0.86,2151.2458909503093
1630,42277,42277,42278,9070291,no,14,no,no,cellular,42278,42278,13,nov,167,1,92,1,9070291,44,technician,divorced,secondary,2321.1929997317948,42278,42278,success,yes,1,0.14,0.86,1996.2259797693437
2268,16600,16600,16601,5989700,no,1614,no,no,cellular,16601,16601,24,jul,338,1,-1,0,5989700,40,admin.,married,secondary,1979.7199591721856,16601,16601,unknown,unknown,1,0.14,0.86,1702.5591648880795
2293,39922,39922,39923,5048094,no,1021,no,no,cellular,39923,39923,2,jun,224,1,-1,0,5048094,41,admin.,married,secondary,1968.4961732442628,39923,39923,unknown,unknown,1,0.14,0.86,1692.906708990066
2601,26994,26994,26995,9229085,no,3552,no,no,cellular,26995,26995,21,nov,267,1,-1,0,9229085,35,technician,single,tertiary,1853.858400612136,26995,26995,unknown,no,1,0.14,0.86,1594.3182245264368
2758,18646,18646,18647,9474847,no,1412,no,no,cellular,18647,18647,31,jul,48,3,-1,0,9474847,40,admin.,married,secondary,1803.625200268388,18647,18647,unknown,unknown,1,0.14,0.86,1551.1176722308137
3233,11639,11639,11640,4145837,no,2445,no,no,unknown,11640,11640,19,jun,1403,3,-1,0,4145837,58,entrepreneur,married,unknown,1655.940036762458,11640,11640,unknown,unknown,1,0.14,0.86,1424.108431615714
3249,11642,11642,11643,1837883,no,4178,no,no,unknown,11643,11643,20,jun,168,2,-1,0,1837883,41,admin.,married,secondary,1651.129789,11643,11643,unknown,unknown,1,0.14,0.86,1419.971618449958
3277,16851,16851,16852,1485977,no,402,no,no,telephone,16852,16852,25,jul,69,5,-1,0,1485977,59,unknown,married,secondary,1642.747805964693,16852,16852,unknown,unknown,1,0.14,0.86,1412.763113129636
3337,32376,32376,32377,9675785,no,1138,no,no,cellular,32377,32377,16,apr,132,2,-1,0,9675785,43,admin.,married,secondary,1626.2168903060997,32377,32377,unknown,unknown,1,0.14,0.86,1398.5465256632458
3478,11431,11431,11432,8665146,no,1113,no,no,unknown,11432,11432,19,jun,477,7,-1,0,8665146,43,admin.,married,secondary,1590.5235670244745,11432,11432,unknown,unknown,1,0.14,0.86,1367.850267641048
3554,42599,42599,42600,7417067,no,302,no,no,cellular,42600,42600,8,jan,151,1,189,1,7417067,27,services,single,secondary,1575.6085042010068,42600,42600,success,unknown,1,0.14,0.86,1355.023313612866
3566,40495,40495,40496,4028972,no,981,no,no,cellular,40496,40496,7,jul,682,2,386,1,4028972,37,services,married,secondary,1571.7115017132248,40496,40496,success,unknown,1,0.14,0.86,1351.6718914733733
3572,44176,44176,44177,7961213,no,2733,no,no,cellular,44177,44177,14,jul,604,1,-1,0,7961213,34,technician,single,tertiary,1570.6321480842253,44177,44177,unknown,unknown,1,0.14,0.86,1350.7436473524338
3641,20010,20010,20011,5380980,no,2083,no,no,cellular,20011,20011,8,aug,88,3,-1,0,5380980,48,blue-collar,married,secondary,1557.052718376971,20011,20011,unknown,unknown,1,0.14,0.86,1339.065337804195
3649,7713,7713,7714,3932493,no,4539,no,no,unknown,7714,7714,30,may,298,3,-1,0,3932493,41,admin.,married,secondary,1555.8429252844908,7714,7714,unknown,no,1,0.14,0.86,1338.024915744662
3668,9926,9926,9927,7184096,no,1030,no,no,unknown,9927,9927,9,jun,148,3,-1,0,7184096,42,admin.,married,secondary,1552.6388793022152,9927,9927,unknown,unknown,1,0.14,0.86,1335.269436199905
3680,2976,2976,2977,4194365,no,2087,yes,no,unknown,2977,2977,14,may,371,1,-1,0,4194365,50,blue-collar,married,secondary,1551.035009521265,2977,2977,unknown,unknown,1,0.14,0.86,1333.890108188288
3768,9582,9582,9583,3004775,no,2199,no,no,unknown,9583,9583,6,jun,38,3,-1,0,3004775,40,admin.,married,secondary,1535.0381610942634,9583,9583,unknown,unknown,1,0.14,0.86,1320.1328185410664
3886,22193,22193,22194,3731834,no,2008,no,no,cellular,22194,22194,21,aug,238,4,-1,0,3731834,48,blue-collar,married,secondary,1515.4027572705354,22194,22194,unknown,unknown,1,0.14,0.86,1303.2463712526603
3948,44539,44539,44540,8503530,no,2007,yes,no,cellular,44540,44540,12,aug,1226,3,-1,0,8503530,51,blue-collar,married,secondary,1503.2704868721369,44540,44540,unknown,unknown,1,0.14,0.86,1292.8126187100377
4116,40311,40311,40312,1735696,no,2009,no,no,cellular,40312,40312,16,jun,250,1,-1,0,1735696,53,services,married,unknown,1475.451883311096,40312,40312,unknown,unknown,1,0.14,0.86,1268.8886196475426
4325,44674,44674,44675,8914170,no,91,no,no,cellular,44675,44675,3,sep,213,1,185,1,8914170,39,services,single,secondary,1440.1903503470076,44675,44675,success,unknown,1,0.14,0.86,1238.5637012984264
4506,34085,34085,34086,6451904,no,618,no,no,cellular,34086,34086,30,apr,951,1,-1,0,6451904,35,services,married,unknown,1411.242247451434,34086,34086,unknown,unknown,1,0.14,0.86,1213.6683328082331
4692,11216,11216,11217,4747530,no,616,no,no,unknown,11217,11217,18,jun,1812,1,-1,0,4747530,56,services,married,unknown,1385.4009010527386,11217,11217,unknown,unknown,1,0.14,0.86,1191.4447749053552
4760,44125,44125,44126,8948667,no,457,no,no,unknown,44126,44126,12,jul,9,1,-1,0,8948667,40,admin.,married,secondary,1375.460420707628,44126,44126,unknown,unknown,1,0.14,0.86,1182.895962
4822,43064,43064,43065,8621619,no,660,no,no,cellular,43065,43065,18,feb,318,1,561,2,8621619,48,admin.,married,secondary,1367.3029407182717,43065,43065,success,unknown,1,0.14,0.86,1175.8805290177136
4891,42275,42275,42276,2135584,no,462,no,no,cellular,42276,42276,13,nov,495,1,93,1,2135584,58,services,divorced,secondary,1358.956769751302,42276,42276,success,yes,1,0.14,0.86,1168.7028219861195
4899,17700,17700,17701,5522328,no,1688,no,no,telephone,17701,17701,29,jul,156,2,-1,0,5522328,50,services,married,unknown,1357.502358797964,17701,17701,unknown,unknown,1,0.14,0.86,1167.452028566249
5543,42406,42406,42407,8751163,no,339,no,no,cellular,42407,42407,3,dec,350,1,182,1,8751163,28,services,single,secondary,1266.653667444262,42407,42407,success,unknown,1,0.14,0.86,1089.3221540020654
5810,30833,30833,30834,5131223,no,520,no,no,telephone,30834,30834,9,feb,7,6,-1,0,5131223,47,admin.,married,secondary,1235.3024136149602,30834,30834,unknown,unknown,1,0.14,0.86,1062.3600757088657
6901,42407,42407,42408,5809400,no,19,no,no,cellular,42408,42408,3,dec,274,1,230,1,5809400,29,housemaid,single,tertiary,1125.7586786008933,42408,42408,success,unknown,1,0.14,0.86,968.1524635967684
7382,42915,42915,42916,3728517,no,19,no,no,cellular,42916,42916,5,feb,110,2,64,2,3728517,29,housemaid,single,tertiary,1085.524494848206,42916,42916,success,yes,1,0.14,0.86,933.5510656
8939,44208,44208,44209,8188411,no,1946,no,no,cellular,44209,44209,16,jul,486,1,-1,0,8188411,49,blue-collar,married,secondary,964.2396519693432,44209,44209,unknown,unknown,1,0.14,0.86,829.2461006936351
9004,36195,36195,36196,2784270,no,2059,yes,no,cellular,36196,36196,11,may,149,1,259,4,2784270,55,blue-collar,married,secondary,959.9596006313022,36196,36196,failure,unknown,1,0.14,0.86,825.5652565429199
9510,43613,43613,43614,8635042,no,19,no,no,cellular,43614,43614,4,may,268,1,88,4,8635042,29,housemaid,single,tertiary,926.5840295534348,43614,43614,success,unknown,1,0.14,0.86,796.8622654159539
9799,44582,44582,44583,8428488,no,5267,no,no,cellular,44583,44583,18,aug,212,7,188,3,8428488,61,retired,married,tertiary,908.6346254381192,44583,44583,success,unknown,1,0.14,0.86,781.4257778767825
9868,29525,29525,29526,4218063,no,6178,no,no,cellular,29526,29526,3,feb,213,3,-1,0,4218063,44,unemployed,married,secondary,904.6507740666513,29526,29526,unknown,unknown,1,0.14,0.86,777.9996656973201
9884,42092,42092,42093,4075144,no,3717,no,no,telephone,42093,42093,30,oct,177,2,-1,0,4075144,28,student,single,tertiary,903.5705529697948,42093,42093,unknown,unknown,1,0.14,0.86,777.0706755540235
10141,22779,22779,22780,3023527,no,142,no,no,cellular,22780,22780,25,aug,112,6,-1,0,3023527,52,unknown,married,secondary,886.2140726057847,22780,22780,unknown,no,1,0.14,0.86,762.1441024409748
10929,42503,42503,42504,6738851,no,5313,no,no,cellular,42504,42504,16,dec,283,2,196,1,6738851,57,retired,married,secondary,841.4558916266384,42504,42504,success,unknown,1,0.14,0.86,723.6520668
10988,11523,11523,11524,3238089,no,35,no,no,unknown,11524,11524,19,jun,40,1,-1,0,3238089,40,unknown,married,unknown,838.3124936375094,11524,11524,unknown,unknown,1,0.14,0.86,720.9487445282581
11007,27265,27265,27266,6812134,no,1375,no,no,cellular,27266,27266,21,nov,148,1,-1,0,6812134,34,unemployed,married,secondary,837.5613269386802,27266,27266,unknown,unknown,1,0.14,0.86,720.3027411672649
11091,44534,44534,44535,1277380,no,291,no,no,cellular,44535,44535,12,aug,350,1,182,2,1277380,75,retired,married,secondary,832.8890962593994,44535,44535,success,unknown,1,0.14,0.86,716.2846227830835
11193,44931,44931,44932,8572537,no,3511,no,no,cellular,44932,44932,6,oct,311,1,96,1,8572537,31,student,single,secondary,828.2153154982838,44932,44932,success,unknown,1,0.14,0.86,712.2651713
13208,43167,43167,43168,5688987,no,519,no,no,telephone,43168,43168,26,feb,270,3,133,2,5688987,73,retired,married,unknown,728.0605220883149,43168,43168,success,unknown,1,0.14,0.86,626.1320489959508
13541,28935,28935,28936,6539218,no,2040,no,no,telephone,28936,28936,2,feb,803,1,-1,0,6539218,45,unemployed,married,secondary,711.7227654910182,28936,28936,unknown,unknown,1,0.14,0.86,612.0815783222756
16830,33884,33884,33885,8122759,no,1291,no,no,cellular,33885,33885,30,apr,195,1,86,1,8122759,36,unemployed,single,tertiary,575.7523507457947,33885,33885,success,unknown,1,0.14,0.86,495.14702164138345
21,16816,16816,16817,6067872,no,2032,yes,no,cellular,16817,16817,24,jul,1173,4,-1,0,6067872,42,management,single,tertiary,5594.641138052721,16817,16817,unknown,unknown,1,0.15,0.85,4755.4449673448125
23,31615,31615,31616,3497892,no,285,yes,no,cellular,31616,31616,6,apr,322,1,265,3,3497892,40,management,married,tertiary,5571.828827307193,31616,31616,success,unknown,1,0.15,0.85,4736.054503211114
26,41848,41848,41849,8883908,no,469,no,no,cellular,41849,41849,16,oct,170,1,183,1,8883908,50,management,married,tertiary,5545.755374218978,41849,41849,success,unknown,1,0.15,0.85,4713.892068086132
27,39840,39840,39841,5502991,no,2351,no,no,cellular,39841,39841,2,jun,163,2,84,1,5502991,47,management,married,tertiary,5526.448587928176,39841,39841,success,unknown,1,0.15,0.85,4697.481299738949
34,39647,39647,39648,8472226,no,312,no,no,cellular,39648,39648,26,may,208,2,98,2,8472226,32,management,single,tertiary,5380.636956958538,39648,39648,success,unknown,1,0.15,0.85,4573.541413414757
57,43463,43463,43464,7822207,no,2016,no,no,cellular,43464,43464,13,apr,232,1,348,1,7822207,32,management,single,tertiary,5073.665378942659,43464,43464,success,unknown,1,0.15,0.85,4312.615572
64,42715,42715,42716,1155898,no,307,no,no,cellular,42716,42716,25,jan,96,1,201,3,1155898,32,management,single,tertiary,5004.335319332672,42716,42716,success,unknown,1,0.15,0.85,4253.685021432772
82,43968,43968,43969,7387459,no,538,no,no,cellular,43969,43969,23,jun,339,1,183,5,7387459,36,management,single,tertiary,4875.996903710624,43969,43969,success,unknown,1,0.15,0.85,4144.597368
122,34373,34373,34374,9195383,no,2360,no,no,cellular,34374,34374,4,may,11,4,90,7,9195383,32,management,single,tertiary,4617.427195801066,34374,34374,success,unknown,1,0.15,0.85,3924.8131164309057
137,45201,45201,45202,9219966,no,583,no,no,cellular,45202,45202,17,nov,226,1,184,4,9219966,53,management,married,tertiary,4544.338488523626,45202,45202,success,unknown,1,0.15,0.85,3862.6877152450825
162,41499,41499,41500,4218548,no,1227,no,no,cellular,41500,41500,8,sep,400,2,95,1,4218548,58,management,married,tertiary,4451.371905,41500,41500,success,unknown,1,0.15,0.85,3783.666119377636
229,43595,43595,43596,3249397,no,6138,no,no,cellular,43596,43596,30,apr,211,2,196,7,3249397,32,management,married,tertiary,4187.742189348869,43596,43596,success,unknown,1,0.15,0.85,3559.5808609465385
337,26054,26054,26055,2659833,no,196,no,no,cellular,26055,26055,19,nov,312,3,-1,0,2659833,56,entrepreneur,married,secondary,3863.400778215278,26055,26055,unknown,unknown,1,0.15,0.85,3283.890661482986
408,43479,43479,43480,8716225,no,469,no,no,cellular,43480,43480,15,apr,200,1,181,2,8716225,51,management,married,tertiary,3701.004331672552,43480,43480,success,unknown,1,0.15,0.85,3145.853681921669
432,3302,3302,3303,3947940,no,2124,yes,no,unknown,3303,3303,15,may,161,3,-1,0,3947940,42,management,single,tertiary,3627.299377042727,3303,3303,unknown,unknown,1,0.15,0.85,3083.204470486318
593,42288,42288,42289,6682134,no,2465,no,no,cellular,42289,42289,16,nov,139,2,95,1,6682134,33,management,single,tertiary,3313.265204,42289,42289,success,unknown,1,0.15,0.85,2816.275423394373
667,45012,45012,45013,4963593,no,469,no,no,cellular,45013,45013,14,oct,491,1,182,3,4963593,51,management,married,tertiary,3206.96151,45013,45013,success,unknown,1,0.15,0.85,2725.917284
771,40916,40916,40917,8296988,no,354,no,no,cellular,40917,40917,12,aug,363,1,104,3,8296988,32,management,single,tertiary,3064.003070711898,40917,40917,success,unknown,1,0.15,0.85,2604.402610105113
823,21526,21526,21527,5379098,no,1179,no,no,cellular,21527,21527,19,aug,189,2,-1,0,5379098,57,entrepreneur,married,secondary,3014.7272487134605,21527,21527,unknown,unknown,1,0.15,0.85,2562.5181614064413
840,43024,43024,43025,5015482,no,346,no,no,cellular,43025,43025,12,feb,122,1,92,5,5015482,51,management,married,tertiary,2993.0585155510407,43025,43025,success,unknown,1,0.15,0.85,2544.0997382183846
992,34268,34268,34269,1890399,no,346,no,no,cellular,34269,34269,4,may,76,2,87,1,1890399,50,management,married,tertiary,2846.276634331388,34269,34269,success,unknown,1,0.15,0.85,2419.33513918168
1072,44671,44671,44672,3434263,no,6138,no,no,cellular,44672,44672,3,sep,251,3,36,11,3434263,32,management,married,tertiary,2775.216847306748,44672,44672,success,unknown,1,0.15,0.85,2358.934320210736
1101,9346,9346,9347,2284113,no,2791,no,no,unknown,9347,9347,6,jun,94,1,-1,0,2284113,54,entrepreneur,married,secondary,2752.8335987370533,9347,9347,unknown,unknown,1,0.15,0.85,2339.908558926495
1124,14453,14453,14454,9484929,no,204,no,no,cellular,14454,14454,14,jul,455,13,-1,0,9484929,55,entrepreneur,married,secondary,2734.832335,14454,14454,unknown,no,1,0.15,0.85,2324.607484974944
1140,20793,20793,20794,7109524,no,2521,no,no,cellular,20794,20794,13,aug,73,2,-1,0,7109524,34,technician,single,tertiary,2719.4311157120706,20794,20794,unknown,unknown,1,0.15,0.85,2311.516448
1150,41665,41665,41666,6415103,no,3842,no,no,cellular,41666,41666,1,oct,168,1,122,2,6415103,48,management,married,tertiary,2712.6511787231607,41666,41666,success,unknown,1,0.15,0.85,2305.7535019146867
1205,44185,44185,44186,1361632,no,232,no,no,cellular,44186,44186,15,jul,219,1,91,1,1361632,30,management,single,tertiary,2667.3252414867525,44186,44186,success,unknown,1,0.15,0.85,2267.22645526374
1219,44519,44519,44520,8305651,no,346,no,no,cellular,44520,44520,11,aug,237,1,180,6,8305651,51,management,married,tertiary,2658.458922,44520,44520,success,unknown,1,0.15,0.85,2259.690083660347
1323,27185,27185,27186,5023585,no,352,no,no,cellular,27186,27186,21,nov,199,1,-1,0,5023585,53,entrepreneur,married,unknown,2570.705283,27186,27186,unknown,unknown,1,0.15,0.85,2185.099490449283
1465,39961,39961,39962,2726243,no,27624,no,no,telephone,39962,39962,3,jun,437,1,-1,0,2726243,55,entrepreneur,married,secondary,2465.784917889238,39962,39962,unknown,unknown,1,0.15,0.85,2095.917180205852
1569,17949,17949,17950,9307499,no,2350,no,no,cellular,17950,17950,30,jul,101,2,-1,0,9307499,38,technician,single,tertiary,2391.878105054725,17950,17950,unknown,unknown,1,0.15,0.85,2033.096389296516
1776,20900,20900,20901,4871934,no,2195,no,no,telephone,20901,20901,13,aug,490,3,-1,0,4871934,34,technician,single,tertiary,2257.193180656192,20901,20901,unknown,unknown,1,0.15,0.85,1918.6142035577632
1920,25195,25195,25196,1020085,no,11887,no,no,cellular,25196,25196,18,nov,1181,2,-1,0,1020085,39,entrepreneur,married,secondary,2172.353045294498,25196,25196,unknown,unknown,1,0.15,0.85,1846.500088500323
1965,39753,39753,39754,3358795,no,2464,no,no,cellular,39754,39754,1,jun,113,1,-1,0,3358795,57,entrepreneur,married,secondary,2147.4494205527058,39754,39754,unknown,unknown,1,0.15,0.85,1825.332007
2125,9142,9142,9143,6221154,no,476,no,no,unknown,9143,9143,5,jun,489,3,-1,0,6221154,48,admin.,married,secondary,2071.219095311684,9143,9143,unknown,unknown,1,0.15,0.85,1760.5362310149312
2191,26588,26588,26589,4721995,no,2283,no,no,cellular,26589,26589,20,nov,790,1,-1,0,4721995,34,technician,single,tertiary,2039.6082030327152,26589,26589,unknown,unknown,1,0.15,0.85,1733.666972577808
2233,44594,44594,44595,5501183,no,2481,no,no,cellular,44595,44595,23,aug,220,16,192,14,5501183,34,technician,single,tertiary,2017.59197967954,44595,44595,other,unknown,1,0.15,0.85,1714.9531827276087
2391,43549,43549,43550,8691048,no,655,no,no,cellular,43550,43550,26,apr,212,1,202,2,8691048,30,technician,single,tertiary,1952.567332892652,43550,43550,success,unknown,1,0.15,0.85,1659.6822329587542
2434,35954,35954,35955,1261463,no,3104,no,no,cellular,35955,35955,8,may,144,2,-1,0,1261463,42,admin.,married,secondary,1935.9948517320693,35955,35955,unknown,unknown,1,0.15,0.85,1645.5956239722589
2938,25548,25548,25549,4515391,no,1881,no,no,cellular,25549,25549,19,nov,145,1,-1,0,4515391,31,technician,single,tertiary,1763.1729780220542,25549,25549,unknown,unknown,1,0.15,0.85,1498.697031318746
3017,43912,43912,43913,9090446,no,602,no,no,cellular,43913,43913,14,jun,458,1,130,8,9090446,56,admin.,married,secondary,1739.672654646172,43913,43913,success,unknown,1,0.15,0.85,1478.7217564492462
3064,44423,44423,44424,7584762,no,641,no,no,cellular,44424,44424,4,aug,111,1,1,1,7584762,42,admin.,married,secondary,1725.5600546653204,44424,44424,other,unknown,1,0.15,0.85,1466.7260464655224
3117,29199,29199,29200,1812670,no,1625,no,no,cellular,29200,29200,2,feb,158,1,-1,0,1812670,31,technician,single,tertiary,1710.4871606831657,29200,29200,unknown,unknown,1,0.15,0.85,1453.9140865806908
3123,22705,22705,22706,9564974,no,1860,no,no,cellular,22706,22706,25,aug,150,3,-1,0,9564974,49,blue-collar,married,secondary,1708.377463914947,22706,22706,unknown,unknown,1,0.15,0.85,1452.1208443277048
3328,18299,18299,18300,8098923,no,3842,no,no,cellular,18300,18300,31,jul,130,4,-1,0,8098923,42,admin.,married,secondary,1648.1314260157408,18300,18300,unknown,unknown,1,0.15,0.85,1400.9117121133795
3532,34262,34262,34263,6399260,no,1536,no,no,cellular,34263,34263,4,may,54,2,-1,0,6399260,41,admin.,married,tertiary,1598.0840329237876,34263,34263,unknown,no,1,0.15,0.85,1358.3714279852195
3972,25267,25267,25268,4129171,no,703,no,no,cellular,25268,25268,18,nov,160,2,-1,0,4129171,33,services,married,secondary,1517.070129636477,25268,25268,unknown,unknown,1,0.15,0.85,1289.5096101910055
4166,10348,10348,10349,2277381,no,2082,no,no,unknown,10349,10349,12,jun,82,1,-1,0,2277381,40,admin.,married,secondary,1484.8525406769809,10349,10349,unknown,unknown,1,0.15,0.85,1262.1246595754335
4225,32905,32905,32906,6953172,no,2159,no,no,cellular,32906,32906,17,apr,771,1,-1,0,6953172,49,blue-collar,married,secondary,1472.1801799955008,32906,32906,unknown,unknown,1,0.15,0.85,1251.3531529961756
4531,40701,40701,40702,4365004,no,1536,no,no,cellular,40702,40702,7,aug,273,1,95,2,4365004,41,admin.,married,tertiary,1424.915834367776,40702,40702,failure,unknown,1,0.15,0.85,1211.1784592126096
4569,18208,18208,18209,4817289,no,1705,no,no,cellular,18209,18209,30,jul,92,3,-1,0,4817289,41,admin.,married,secondary,1420.5432263194243,18209,18209,unknown,unknown,1,0.15,0.85,1207.4617423715106
5090,17882,17882,17883,7061248,no,947,no,no,cellular,17883,17883,30,jul,158,2,-1,0,7061248,42,admin.,married,secondary,1344.3326045289728,17883,17883,unknown,unknown,1,0.15,0.85,1142.682713849627
5400,44537,44537,44538,3304796,no,2498,no,no,cellular,44538,44538,12,aug,411,1,-1,0,3304796,41,admin.,married,secondary,1300.0897674031692,44538,44538,unknown,unknown,1,0.15,0.85,1105.0763022926938
5433,44468,44468,44469,9796992,no,476,no,no,cellular,44469,44469,6,aug,356,1,364,1,9796992,45,admin.,married,secondary,1295.1543400318703,44469,44469,other,unknown,1,0.15,0.85,1100.8811890270897
6158,44026,44026,44027,5082034,no,488,no,no,cellular,44027,44027,29,jun,205,1,91,3,5082034,23,services,single,secondary,1212.346384,44027,44027,success,unknown,1,0.15,0.85,1030.494426544993
6347,43089,43089,43090,7365776,no,326,no,no,cellular,43090,43090,22,feb,326,1,-1,0,7365776,27,unknown,single,unknown,1193.3148998935533,43090,43090,unknown,unknown,1,0.15,0.85,1014.3176649095202
6350,17350,17350,17351,4541386,no,546,no,no,cellular,17351,17351,28,jul,82,6,-1,0,4541386,50,admin.,married,secondary,1193.2023205268397,17351,17351,unknown,unknown,1,0.15,0.85,1014.2219724478138
6649,19332,19332,19333,4444209,no,490,no,no,cellular,19333,19333,6,aug,136,2,-1,0,4444209,48,admin.,married,secondary,1164.4180102121688,19333,19333,unknown,unknown,1,0.15,0.85,989.7553086803434
6715,39663,39663,39664,2203329,no,1967,no,no,cellular,39664,39664,27,may,242,1,212,1,2203329,37,admin.,married,secondary,1156.2109352295531,39664,39664,success,unknown,1,0.15,0.85,982.77929494512
7463,44426,44426,44427,6792770,no,4017,no,no,cellular,44427,44427,4,aug,470,1,96,3,6792770,38,services,married,secondary,1090.425378039078,44427,44427,success,unknown,1,0.15,0.85,926.8615713332164
7516,39147,39147,39148,7973829,no,2058,yes,no,telephone,39148,39148,18,may,23,2,-1,0,7973829,57,blue-collar,married,secondary,1086.4210749212386,39148,39148,unknown,unknown,1,0.15,0.85,923.4579136830528
7683,23188,23188,23189,3496655,no,3413,no,no,cellular,23189,23189,27,aug,146,7,-1,0,3496655,51,services,married,unknown,1071.6135384021006,23189,23189,unknown,unknown,1,0.15,0.85,910.8715076417856
7913,43599,43599,43600,6549091,no,4017,no,no,cellular,43600,43600,30,apr,665,2,196,1,6549091,37,services,married,secondary,1051.6902365198923,43600,43600,success,unknown,1,0.15,0.85,893.9367010419085
8314,23881,23881,23882,7093800,no,628,no,no,cellular,23882,23882,29,aug,96,2,-1,0,7093800,56,services,married,unknown,1017.6475576344058,23882,23882,unknown,unknown,1,0.15,0.85,865.0004239892448
8528,42006,42006,42007,6333833,no,70,no,no,cellular,42007,42007,27,oct,255,3,148,1,6333833,38,housemaid,divorced,secondary,1003.5732559227718,42007,42007,success,yes,1,0.15,0.85,853.0372675343559
8604,27158,27158,27159,3122101,no,2822,no,no,cellular,27159,27159,21,nov,573,3,-1,0,3122101,39,unknown,single,unknown,998.4367236436004,27159,27159,unknown,unknown,1,0.15,0.85,848.6712150970603
9390,42254,42254,42255,4249329,no,5291,no,no,cellular,42255,42255,12,nov,192,2,92,2,4249329,27,student,single,tertiary,945.8691537251224,42255,42255,failure,yes,1,0.15,0.85,803.9887807
9416,42578,42578,42579,9717851,no,870,no,no,cellular,42579,42579,29,dec,296,1,176,4,9717851,23,services,single,secondary,943.821588,42579,42579,success,unknown,1,0.15,0.85,802.2483497805451
9781,31776,31776,31777,9965545,no,3687,no,no,cellular,31777,31777,8,apr,335,2,-1,0,9965545,27,student,single,tertiary,920.9122063,31777,31777,unknown,unknown,1,0.15,0.85,782.7753753607732
9840,40850,40850,40851,5579367,no,5291,no,no,cellular,40851,40851,12,aug,345,2,-1,0,5579367,27,student,single,tertiary,916.6947301866592,40851,40851,unknown,unknown,1,0.15,0.85,779.1905206586603
9878,44791,44791,44792,6145792,no,1843,no,no,cellular,44792,44792,15,sep,251,2,184,3,6145792,74,retired,married,tertiary,914.9193277757256,44792,44792,success,unknown,1,0.15,0.85,777.6814286093668
10028,43291,43291,43292,6098012,no,1843,no,no,cellular,43292,43292,15,mar,192,1,185,2,6098012,74,retired,married,tertiary,904.5230765,43292,43292,success,unknown,1,0.15,0.85,768.8446150224501
10290,42745,42745,42746,2713109,no,70,no,no,cellular,42746,42746,27,jan,164,4,92,4,2713109,38,housemaid,divorced,secondary,887.7477991138852,42746,42746,success,unknown,1,0.15,0.85,754.5856292468025
10683,44510,44510,44511,2461843,no,1853,no,no,telephone,44511,44511,10,aug,520,1,181,2,2461843,61,retired,married,secondary,863.6918513485263,44511,44511,success,unknown,1,0.15,0.85,734.1380736462473
10822,43104,43104,43105,6507521,no,67,no,no,cellular,43105,43105,23,feb,211,1,187,5,6507521,29,student,single,secondary,857.0003745428635,43105,43105,success,unknown,1,0.15,0.85,728.4503183614339
